18455,Sunrise, A Song of Two Humans (1927)
18526,Underworld (1927),Crime|Drama|Romance
18528,The Unknown (1927),Drama|Horror|Romance
18578,Wings (1927),Drama|Romance|War|Action
18583,With Love and Hisses (1927),Comedy|Short
18684,Beggars of Life (1928),Adventure|Drama
18737,Die Büchse der Pandora (1929),Crime|Drama|Romance
18742,The Cameraman (1928),Comedy|Romance|Family|Drama
18773,The Circus (1928),Comedy|Romance
18806,The Crowd (1928),Drama|Romance
18839,The Docks of New York (1928),Crime|Drama|Romance
18860,Early to Bed (1928),Comedy|Short
18876,The Farmer's Wife (1928),Comedy|Drama|Romance
18890,The Finishing Touch (1928),Comedy|Short
19109,Lonesome (1928),Comedy|Drama|Romance
19130,The Man Who Laughs (1928),Drama|Horror|Mystery|Romance|Thriller
19195,The Mysterious Lady (1928),Drama|Romance
19254,La passion de Jeanne d'Arc (1928),Biography|Drama|History
19286,Potomok Chingis-Khana (1928),Drama|History|War
19344,Sadie Thompson (1928),Drama
19376,Should Married Men Go Home? (1928),Comedy|Short
19421,Steamboat Bill, Jr. (1928)
19422,Steamboat Willie (1928),Animation|Family|Comedy
19429,Street Angel (1928),Drama
19465,Their Purple Moment (1928),Comedy|Short
19504,Two Tars (1928),Comedy|Short
19509,Underground (1928),Drama
19556,We Faw Down (1928),Comedy|Short
19585,The Wind (1928),Drama|Romance|Western
19591,A Woman of Affairs (1928),Drama
19607,You're Darn Tootin' (1928),Short|Comedy|Music
19686,Berth Marks (1929),Short|Comedy
19688,Big Business (1929),Short|Comedy|Family
19702,Blackmail (1929),Crime|Thriller
19729,The Broadway Melody (1929),Musical|Romance
19760,Chelovek s kino-apparatom (1929),Documentary
19777,The Cocoanuts (1929),Comedy|Musical
19832,Double Whoopee (1929),Comedy|Short
19838,Drifters (1929),Documentary
19901,Frau im Mond (1929),Comedy|Drama|Romance|Sci-Fi
19999,The Hoose-Gow (1929),Comedy|Short
20030,The Iron Mask (1929),Adventure|Drama|History
20122,Lucky Star (1929),Drama|Romance
20142,The Manxman (1929),Drama|Romance
20161,Men O'War (1929),Short|Comedy|Family
20163,Menschen am Sonntag (1930),Comedy|Drama|Romance
20264,Perfect Day (1929),Short|Comedy
20475,Tagebuch einer Verlorenen (1929),Drama
20487,That's My Wife (1929),Comedy|Short
20489,They Go Boom! (1929),Comedy|Short
20530,Un chien andalou (1929),Short|Fantasy
20531,Unaccustomed As We Are (1929),Comedy|Short
20572,Welcome Danger (1929),Comedy
20581,Where East Is East (1929),Drama
20629,All Quiet on the Western Front (1930),Drama|War
20640,Animal Crackers (1930),Comedy|Musical
20641,Anna Christie (1930),Drama|Romance
20678,Below Zero (1930),Short|Comedy
20686,The Big House (1930),Drama|Thriller
20693,Billy the Kid (1930),Biography|Drama|Romance|Western
20697,Der blaue Engel (1930),Drama|Music
20698,Blotto (1930),Short|Comedy
20708,Brats (1930),Comedy|Short|Family
20768,City Girl (1930),Drama|Romance
20859,Escape! (1930),Crime|Drama
20902,Free and Easy (1930),Comedy|Musical
20960,Hell's Angels (1930),Drama|War
20979,Hog Wild (1930),Short|Comedy
20980,Hogaraka ni ayume (1930),Romance|Crime|Drama
20987,Hook Line and Sinker (1930),Comedy|Romance
21013,Journey's End (1930),Drama|War
21054,The Laurel-Hardy Murder Case (1930),Comedy|Short|Crime|Mystery
21079,Little Caesar (1931),Crime|Drama
21156,Morocco (1930),Romance|Drama
21165,Murder! (1930),Crime|Mystery|Thriller
21182,Night Owls (1930),Short|Comedy
21283,Rakudai wa shitakeredo (1930),
21331,Le sang d'un poète (1932),Drama|Fantasy
21406,Sono yo no tsuma (1930),Drama
21409,Sous les toits de Paris (1930),Comedy|Drama|Romance
21576,À propos de Nice (1930),Documentary|Short
21577,L'âge d'or (1930),Comedy|Drama
21738,Chickens Come Home- (1931),Short|Comedy
21739,La chienne (1931),Drama
21746,Cimarron (1931),Drama|Western
21749,City Lights (1931),Comedy|Drama|Romance
21755,Come Clean (1931),Short|Comedy
21814,Dracula (1931),Horror
21884,Frankenstein (1931),Horror|Sci-Fi
21885,A Free Soul (1931),Crime|Drama|Romance
22017,Kameradschaft (1931),Drama
22048,Shukujo to hige (1931),Comedy|Romance
22058,Laughing Gravy (1931),Short|Comedy
22080,Limite (1931),Drama|Romance
22100,M (1931),Crime|Drama|Film-Noir|Thriller
22125,Marius (1931),Comedy|Drama|Romance
22150,Le million (1931),Musical|Comedy
22158,Monkey Business (1931),Comedy
22208,Night Nurse (1931),Crime|Drama|Mystery
22251,Pardon Us (1931),Comedy|Crime|Drama|Musical
22279,Private Lives (1931),Comedy|Drama
22286,The Public Enemy (1931),Crime|Drama
22395,The Skin Game (1931),Drama
22403,Smart Money (1931),Crime|Drama
22454,Svengali (1931),Drama|Horror|Sci-Fi
22458,Tabu, A Story of the South Seas (1931)
22462,Taris, roi de l'eau (1931)
22495,Trader Horn (1931),Adventure|Romance
22517,Under 18 (1931),Romance|Drama
22630,Any Old Port! (1932),Comedy|Short
22694,Das blaue Licht (1932),Drama|Fantasy|Mystery
22782,County Hospital (1932),Short|Comedy
22792,The Crowd Roars (1932),Drama|Action
22817,The Devil's Cabaret (1930),Comedy|Musical|Short
22834,Downstairs (1932),Drama
22835,Dr. Jekyll and Mr. Hyde (1931),Horror|Sci-Fi
22883,The Fatal Glass of Beer (1933),Short|Comedy
22913,Freaks (1932),Drama|Horror|Thriller
22958,Grand Hotel (1932),Drama|Romance
22981,Haunted Gold (1932),Mystery|Western
22991,Hell's House (1932),Drama
22994,Helpmates (1932),Short|Comedy
23027,Horse Feathers (1932),Comedy|Musical|Romance
23037,Las Hurdes (1933),Documentary|Short
23158,Love Me Tonight (1932),Comedy|Musical|Romance
23194,The Mask of Fu Manchu (1932),Adventure|Horror|Sci-Fi
23238,The Most Dangerous Game (1932),Adventure|Mystery|Thriller
23245,The Mummy (1932),Drama|Fantasy|Horror
23249,Murders in the Rue Morgue (1932),Crime|Horror|Mystery
23251,The Music Box (1932),Comedy|Short
23266,Night After Night (1932),Drama
23285,Number Seventeen (1932),Crime|Mystery|Thriller
23300,On the Loose (1931),Comedy|Short
23303,One Hour with You (1932),Comedy|Musical|Romance
23305,One Way Passage (1932),Drama|Romance
23312,Pack Up Your Troubles (1932),Comedy|War
23333,The Phantom Express (1932),Mystery|Thriller
23349,Polly of the Circus (1932),Comedy|Drama
23395,Rich and Strange (1931),Comedy|Romance|Thriller
23427,Scarface (1932),Crime|Drama|Thriller
23439,Scram! (1932),Comedy|Short
23458,Shanghai Express (1932),Adventure|Drama|Romance
23563,Das Testament des Dr. Mabuse (1933),Crime|Fantasy|Horror
23578,Their First Mistake (1932),Comedy|Short
23583,The Thirteenth Guest (1932),Comedy|Mystery|Thriller
23613,Towed in a Hole (1932),Comedy|Short
23634,Otona no miru ehon - Umarete wa mita keredo (1932),Comedy|Drama
23640,Unheimliche Geschichten (1932),Comedy|Sci-Fi|Horror
23642,Union Depot (1932),Comedy|Drama|Romance
23649,Vampyr (1932),Horror
23685,The Wet Parade (1932),Drama|History|Romance
23686,What Price Hollywood? (1932),Drama
23694,White Zombie (1932),Horror
23753,Alice in Wonderland (1933),Adventure|Family|Fantasy
23775,Baby Face (1933),Drama|Romance
23817,Blondie Johnson (1933),Crime|Drama
23848,Broadway to Hollywood (1933),History|Musical
23858,Busy Bodies (1933),Short|Comedy
23876,Cavalcade (1933),Drama|Romance|War
23902,El compadre Mendoza (1934),Drama|War
23937,Dekigokoro (1933),Drama
23948,Dinner at Eight (1933),Comedy|Drama
23950,Dirty Work (1933),Short|Comedy
23969,Duck Soup (1933),Comedy|Musical
24034,42nd Street (1933),Comedy|Musical|Romance
24069,Gold Diggers of 1933 (1933),Comedy|Drama|Musical
24092,Havana Widows (1933),Comedy
24120,Hijôsen no onna (1933),Crime|Drama|Romance
24124,His Private Secretary (1933),Comedy|Romance
24166,I'm No Angel (1933),Comedy|Musical|Romance
24183,International House (1933),Comedy
24184,The Invisible Man (1933),Drama|Horror|Sci-Fi|Thriller
24188,Island of Lost Souls (1932),Adventure|Horror|Romance|Sci-Fi
24216,King Kong (1933),Adventure|Fantasy|Horror
24252,Liebelei (1933),Drama|Romance
24264,Little Women (1933),Drama|Family|Romance
24316,Me and My Pal (1933),Short|Comedy
24353,Morning Glory (1933),Drama|Romance
24481,Queen Christina (1933),Biography|Drama|History|Romance
24548,She Done Him Wrong (1933),Comedy|Drama|History|Musical|Romance
24554,A Shriek in the Night (1933),Comedy|Crime|Mystery
24601,Sons of the Desert (1933),Comedy
24660,Three Little Pigs (1933),Animation|Musical|Family|Comedy|Short
24747,Waltzes from Vienna (1934),Biography|Music|Romance
24803,Zéro de conduite, Jeunes diables au collège (1933)
24831,Anne of Green Gables (1934),Comedy|Drama|Family
24844,L'Atalante (1934),Drama|Romance
24873,Belle of the Nineties (1934),Comedy|Drama
24894,The Black Cat (1934),Horror|Crime|Adventure|Thriller
24914,Bright Eyes (1934),Comedy|Drama|Family
24933,Bulldog Jack (1935),Comedy|Crime|Mystery
24989,The Clairvoyant (1934),Drama|Mystery|Romance
25004,The Count of Monte Cristo (1934),Action|Adventure|Drama
25132,Forsaking All Others (1934),Comedy|Drama|Romance
25263,Hollywood Party (1934),Comedy|Musical
25272,The House of Rothschild (1934),Biography|Drama|History
25290,I've Got Your Number (1934),Comedy|Romance
25301,Imitation of Life (1934),Drama|Romance
25316,It Happened One Night (1934),Comedy|Romance
25318,It's a Gift (1934),Comedy
25330,Jimmy the Gent (1934),Comedy|Crime|Drama|Romance
25409,The Little Minister (1934),Drama|Romance
25413,The Live Ghost (1934),Short|Comedy
25452,The Man Who Knew Too Much (1934),Crime|Mystery|Thriller
25456,Man of Aran (1934),Documentary
25461,Mandalay (1934),Drama
25464,Manhattan Melodrama (1934),Crime|Drama|Romance
25494,Merry Wives of Reno (1934),Comedy
25586,Of Human Bondage (1934),Drama|Romance
25590,The Old Fashioned Way (1934),Comedy
25591,Oliver the Eighth (1934),Short|Comedy
25641,Peculiar Penguins (1934),Animation|Short|Comedy
25746,The Scarlet Empress (1934),Drama|History|Romance
25759,The Secret of the Loch (1934),Adventure|Fantasy|Comedy
25803,Smarty (1934),Comedy
25873,Them Thar Hills (1934),Comedy|Short
25878,The Thin Man (1934),Comedy|Crime|Mystery
25905,Transatlantic Merry-Go-Round (1934),Comedy|Musical|Mystery
25913,Triumph des Willens (1935),Documentary|War
25919,Twentieth Century (1934),Comedy|Romance
25929,Ukikusa monogatari (1934),Drama
25948,Viva Villa! (1934),Biography|Western
26029,The 39 Steps (1935),Crime|Mystery|Thriller
26138,Bride of Frankenstein (1935),Horror|Sci-Fi
26202,Cheer Up (1936),Musical
26258,Dandy Dick (1935),Comedy
26276,The Devil Is a Woman (1935),Comedy|Drama|Romance
26362,The Fixer Uppers (1935),Short|Comedy
26529,The Informer (1935),Drama
26721,Miss Pacific Fleet (1935),Comedy|Romance
26743,Maria Marten, or The Murder in the Red Barn (1935)
26752,Mutiny on the Bounty (1935),Adventure|Drama|History
26778,A Night at the Opera (1935),Comedy|Music|Musical
26912,The Raven (1935),Horror
26966,Sanders of the River (1935),Adventure|Drama
26971,A Scream in the Night (1935),Crime|Mystery|Thriller
27075,A Tale of Two Cities (1935),Drama|History|Romance
27089,Thicker Than Water (1935),Comedy|Short
27113,Tit for Tat (1935),Comedy|Short|Family
27125,Top Hat (1935),Comedy|Musical|Romance
27131,The Tunnel (1935),Drama|Sci-Fi
27133,Traveling Saleslady (1935),Comedy|Romance
27194,Werewolf of London (1935),Drama|Fantasy|Horror|Sci-Fi
27302,Anything Goes (1936),Comedy|Musical
27327,El bailarín y el trabajador (1936),Comedy
27331,Banjo on My Knee (1936),Comedy|Drama|Romance
27376,The Bohemian Girl (1936),Comedy|Musical
27462,Conflict (1936),Drama|Romance
27478,Le crime de Monsieur Lange (1936),Comedy|Crime|Drama
27481,The Crimes of Stephen Hawke (1936),Crime|Drama|Thriller
27532,Dodsworth (1936),Drama|Romance
27545,Dracula's Daughter (1936),Drama|Fantasy|Horror
27630,Follow the Fleet (1936),Comedy|Musical|Romance
27652,Fury (1936),Crime|Drama|Film-Noir|Romance|Thriller
27657,The Garden of Allah (1936),Drama|Romance
27686,Gold Diggers of 1937 (1936),Comedy|Musical|Romance
27698,The Great Ziegfeld (1936),Biography|Drama|Musical|Romance
27752,Hitori musuko (1936),Drama
27800,The Invisible Ray (1936),Horror|Sci-Fi|Thriller
27893,Little Lord Fauntleroy (1936),Drama|Family
27948,Mary of Scotland (1936),Biography|Drama|History
27977,Modern Times (1936),Comedy|Drama
27996,Mr. Deeds Goes to Town (1936),Comedy|Drama
28010,My Man Godfrey (1936),Romance|Comedy
28021,Naniwa erejî (1936),Drama
28030,Night Mail (1936),Short|Documentary
28074,The Pace That Kills (1935),Drama
28141,The Prisoner of Shark Island (1936),Biography|Drama|History
28212,Sabotage (1936),Mystery|Thriller
28231,Secret Agent (1936),Drama|Mystery|Romance|Thriller
28232,Secret Patrol (1936),Action|Adventure|Romance
28241,Shadow of Chinatown (1936),Crime|Horror|Sci-Fi
28333,Swing Time (1936),Comedy|Musical|Romance
28346,Tell Your Children (1936),Drama
28358,Things to Come (1936),Sci-Fi
28557,Affairs of Cappy Ricks (1937),Comedy|Drama
28597,The Awful Truth (1937),Comedy|Romance
28683,Camille (1936),Drama|Romance
28691,Captains Courageous (1937),Adventure|Drama|Family
28772,A Day at the Races (1937),Comedy|Sport
28950,La grande illusion (1937),Drama|War
29146,The Life of Emile Zola (1937),Biography|Drama
29162,Lost Horizon (1937),Adventure|Drama|Fantasy
29179,Madame X (1937),Drama
29192,Make Way for Tomorrow (1937),Drama|Romance
29201,The Man Who Could Work Miracles (1936),Comedy|Fantasy
29284,My Favorite Wife (1940),Comedy|Romance
29442,The Prisoner of Zenda (1937),Adventure|Drama|Romance
29499,Rosalie (1937),Drama|Musical
29539,Seventh Heaven (1937),Drama|Romance
29546,Shall We Dance (1937),Comedy|Musical|Romance
29583,Snow White and the Seven Dwarfs (1937),Animation|Family|Fantasy|Musical|Romance
29594,Spaansche aarde (1937),Documentary|War
29604,Stage Door (1937),Comedy|Drama
29606,A Star Is Born (1937),Drama
29608,Stella Dallas (1937),Drama|Romance
29658,They Won't Forget (1937),Drama|Mystery
29671,The Ticket of Leave Man (1937),Crime|Drama|Thriller
29682,Topper (1937),Comedy|Fantasy|Romance
29725,Varsity Show (1937),Musical
29747,Way Out West (1937),Comedy|Western
29772,Whom the Gods Love, The Original Story of Mozart and His Wife (1936)
29808,You Only Live Once (1937),Crime|Drama|Film-Noir
29811,Young and Innocent (1937),Crime|Mystery|Thriller
29843,The Adventures of Robin Hood (1938),Action|Adventure|Romance
29844,The Adventures of Tom Sawyer (1938),Family|Adventure
29850,Aleksandr Nevskiy (1938),Action|Drama|History|War
29892,The Bad Man of Brimstone (1937),Western
29923,Block-Heads (1938),Comedy|War
29942,Boys Town (1938),Biography|Drama
29947,Bringing Up Baby (1938),Comedy|Romance
29989,Child Bride (1938),Drama
29992,A Christmas Carol (1938),Drama|Family|Fantasy
30241,Holiday (1938),Comedy|Romance
30341,The Lady Vanishes (1938),Comedy|Mystery|Thriller
30372,My Irish Molly (1938),Musical
30413,Mannequin (1937),Drama
30522,Olympia 1. Teil - Fest der Völker (1938),Documentary|Sport
30569,Penny Paradise (1938),Comedy
30637,Pygmalion (1938),Comedy|Drama|Romance
30643,Le quai des brumes (1938),Crime|Drama|Romance|Thriller
30657,Rebecca of Sunnybrook Farm (1938),Family|Comedy|Drama
30732,Service de Luxe (1938),Comedy
30744,The Shopworn Angel (1938),Drama|Romance|War
30754,Sinners in Paradise (1938),Drama
30824,Swiss Miss (1938),Comedy
30848,Test Pilot (1938),Drama|Romance
30879,Too Hot to Handle (1938),Comedy|Adventure|Romance|Drama
30922,Vacation from Love (1938),Comedy
30993,You Can't Take It with You (1938),Comedy|Romance
31022,The Adventures of Sherlock Holmes (1939),Crime|Mystery|Thriller
31054,Arrest Bulldog Drummond (1939),Adventure|Sci-Fi
31055,The Arsenal Stadium Mystery (1939),Comedy|Crime|Sport|Thriller
31060,At the Circus (1939),Comedy|Musical
31088,Beau Geste (1939),Action|Adventure|Drama|War
31143,The Cat and the Canary (1939),Comedy|Horror|Mystery|Thriller
31152,Cheer Boys Cheer (1939),Comedy
31210,Dark Victory (1939),Drama|Romance
31229,The Devil's Daughter (1939),Horror
31235,Dodge City (1939),Western
31252,Drums Along the Mohawk (1939),Drama|Romance|War|Western
31322,The Flying Deuces (1939),Comedy
31334,The Four Feathers (1939),Adventure|Drama|Romance|War
31359,Gaslight (1940),Mystery|Thriller
31381,Gone with the Wind (1939),Drama|Romance|War
31385,Goodbye, Mr. Chips (1939)
31394,The Green Hornet (1940),Adventure|Crime|Drama|Sci-Fi|Thriller
31448,The Hound of the Baskervilles (1939),Crime|Drama|Horror|Mystery|Thriller
31455,The Hunchback of Notre Dame (1939),Drama|Romance
31477,In Name Only (1939),Drama|Romance
31505,Jamaica Inn (1939),Adventure|Crime
31514,Le jour se lève (1939),Crime|Drama|Film-Noir
31580,The Little Princess (1939),Comedy|Drama|Family|Musical
31602,Made for Each Other (1939),Comedy|Drama|Romance
31647,Midnight (1939),Comedy|Romance
31679,Mr. Smith Goes to Washington (1939),Drama
31725,Ninotchka (1939),Comedy|Romance
31742,Of Mice and Men (1939),Drama
31754,On Borrowed Time (1939),Comedy|Drama|Fantasy
31762,Only Angels Have Wings (1939),Adventure|Drama
31796,The Phantom Creeps (1939),Sci-Fi
31826,The Private Lives of Elizabeth and Essex (1939),Biography|Drama|History
31828,The Proud Valley (1940),Drama|Music
31831,Q Planes (1939),Comedy|Drama|Mystery
31851,The Return of Doctor X (1939),Horror|Mystery|Sci-Fi|Thriller
31867,The Roaring Twenties (1939),Crime|Drama|Thriller
31877,Rose of Washington Square (1939),Drama|Musical
31885,La règle du jeu (1939),Comedy|Drama
31951,The Son of Frankenstein (1939),Sci-Fi|Horror|Drama
31971,Stagecoach (1939),Adventure|Western
31983,The Story of Vernon and Irene Castle (1939),Biography|Musical|Romance
32045,Torchy Runs for Mayor (1939),Action|Adventure|Comedy|Crime|Mystery|Romance
32138,The Wizard of Oz (1939),Adventure|Family|Fantasy|Musical
32143,The Women (1939),Comedy|Drama
32145,Wuthering Heights (1939),Drama|Romance
32155,Young Mr. Lincoln (1939),Biography|Drama
32194,All This, and Heaven Too (1940)
32234,The Bank Dick (1940),Comedy
32258,Black Friday (1940),Drama|Horror|Sci-Fi|Crime
32290,Buck Rogers (1939),Adventure|Family|Fantasy|Sci-Fi
32338,Christmas in July (1940),Comedy|Romance
32339,A Chump at Oxford (1940),Comedy
32366,Crimes at the Dark House (1940),Crime|Drama
32376,Dance, Girl
32390,The Devil Bat (1940),Horror|Sci-Fi
32455,Fantasia (1940),Animation|Family|Fantasy|Music
32484,Foreign Correspondent (1940),Mystery|Romance|Thriller|War
32536,Go West (1940),Comedy|Musical|Western
32551,The Grapes of Wrath (1940),Drama
32553,The Great Dictator (1940),Comedy|Drama|War
32554,The Great McGinty (1940),Comedy
32559,The Green Hornet Strikes Again! (1940),Action|Adventure|Crime
32599,His Girl Friday (1940),Comedy|Drama|Romance
32609,The House Across the Bay (1940),Crime|Drama
32638,Irene (1940),Comedy|Musical|Romance
32643,It All Came True (1940),Comedy|Crime|Drama
32651,Johnny Apollo (1940),Crime|Drama|Film-Noir
32676,Knute Rockne All American (1940),Biography|Drama|Sport
32701,The Letter (1940),Crime|Drama|Film-Noir
32762,The Mark of Zorro (1940),Action|Adventure|Romance|Western
32818,The Mummy's Hand (1940),Adventure|Horror
32828,My Little Chickadee (1940),Comedy|Western
32842,Night Train to Munich (1940),Thriller|War
32863,The Old South (1940),Short|History
32881,Our Town (1940),Drama
32904,The Philadelphia Story (1940),Comedy|Romance
32910,Pinocchio (1940),Animation|Adventure|Drama|Family|Fantasy|Music
32946,Primrose Path (1940),Drama
32976,Rebecca (1940),Drama|Mystery
33022,Saps at Sea (1940),Comedy
33028,The Sea Hawk (1940),Action|Adventure|Romance
33029,Second Chorus (1940),Comedy|Romance|Musical
33045,The Shop Around the Corner (1940),Comedy|Drama|Romance
33105,Strange Cargo (1940),Drama|Romance
33107,Stranger on the Third Floor (1940),Crime|Drama|Film-Noir
33149,They Drive by Night (1940),Crime|Drama|Thriller
33152,The Thief of Bagdad (1940),Adventure|Family|Fantasy
33234,Wagon Train (1940),Comedy|Drama|History|Romance|Western
33313,Across the Sierras (1941),Action|Music|Romance
33317,Adventures of Captain Marvel (1941),Action|Adventure|Fantasy|Sci-Fi
33373,Ball of Fire (1941),Comedy|Romance
33436,Buck Privates (1941),Comedy|Musical
33467,Citizen Kane (1941),Drama|Mystery
33517,A Date with the Falcon (1942),Crime|Drama|Mystery|Romance
33553,Dr. Jekyll and Mr. Hyde (1941),Drama|Horror|Sci-Fi
33558,Dressed to Kill (1941),Crime|Mystery
33563,Dumbo (1941),Animation|Family|Musical
33627,49th Parallel (1941),Drama|War|Thriller
33650,The Gay Falcon (1941),Crime|Drama|Mystery|Romance
33717,High Sierra (1941),Adventure|Crime|Drama
33729,How Green Was My Valley (1941),Drama|Family
33739,I Thank You (1941),Comedy
33740,I Wake Up Screaming (1941),Crime|Drama|Film-Noir
33804,The Lady Eve (1941),Comedy|Romance
33821,Law of the Tropics (1941),Drama|Romance
33836,The Little Foxes (1941),Drama|Romance
33867,Maisie Was a Lady (1941),Comedy|Drama
33870,The Maltese Falcon (1941),Crime|Drama|Film-Noir|Mystery
33871,A Man Betrayed (1941),Crime|Drama|Mystery|Romance
33873,Man Hunt (1941),Drama|Thriller
33874,The Man Who Came to Dinner (1942),Comedy|Romance
33879,Man Made Monster (1941),Drama|Horror|Sci-Fi|Thriller
33891,Meet John Doe (1941),Comedy|Drama|Romance
33902,Men of Boys Town (1941),Drama
33922,Mr. & Mrs. Smith (1941),Comedy|Romance
33945,Never Give a Sucker an Even Break (1941),Comedy|Musical
34091,The Reluctant Dragon (1941),Animation|Comedy|Family
34167,Sergeant York (1941),Biography|Drama|History|War
34175,The Shanghai Gesture (1941),Drama|Film-Noir
34204,The Smiling Ghost (1941),Comedy|Mystery
34232,Steel Against the Sky (1941),Action|Adventure|Comedy|Drama|Romance
34236,The Strawberry Blonde (1941),Comedy|Romance
34240,Sullivan's Travels (1941),Adventure|Comedy|Drama|Romance
34248,Suspicion (1941),Drama|Mystery|Thriller
34298,Todake no kyodai (1941),Drama
34386,When Ladies Meet (1941),Comedy|Drama|Romance
34398,The Wolf Man (1941),Drama|Horror
34409,You'll Never Get Rich (1941),Comedy|Musical|Romance
34428,Across the Pacific (1942),Action|Adventure|Drama|Romance|War
34433,The Affairs of Martha (1942),Comedy|Romance
34445,Alias Boston Blackie (1942),Drama|Mystery
34458,Andy Hardy's Double Life (1942),Comedy|Family|Romance
34478,L'assassin habite... au 21 (1942),Comedy|Mystery|Thriller
34492,Bambi (1942),Animation|Drama|Family
34514,The Big Street (1942),Drama|Romance
